,Unnamed: 0,title,text,rating,final_text,final_title,title_text,year
325,325,Muito movimentado,"O local é agradável, bem movimentado, com bom atendimento, mas só serve para quem gosta de comida australiana/americana por ser muito condimentada.",0,local agradável bem movimentado bom atendimento serve gosta comida australiana americana ser condimentada,movimentado,local agradável bem movimentado bom atendimento serve gosta comida australiana americana ser condimentada movimentado,2017
326,326,Melhor lugar,"Outback em minha opinião é um dos melhores lugares para comer, bater um papo com amigos. 
Os pratos, no estilo australiano, são deliciosos. O chopp sempre gelado.",1,outback opinião melhores lugares comer bater papo amigos pratos estilo australiano deliciosos chopp sempre gelado,melhor lugar,outback opinião melhores lugares comer bater papo amigos pratos estilo australiano deliciosos chopp sempre gelado melhor lugar,2017
327,327,Comida deliciosa,"Os pratos, no estilo australiano, são deliciosos, assim como as saladas e os hambúrgueres. O chopp também é sempre bem gelado.",1,pratos estilo australiano deliciosos assim saladas hambúrgueres chopp sempre bem gelado,comida deliciosa,pratos estilo australiano deliciosos assim saladas hambúrgueres chopp sempre bem gelado comida deliciosa,2017
328,328,Sempre Uma Boa Opção!!!,"O Outback é sempre uma boa opção!!! Jantar descontraído , porções bem servidas e serviço de boa qualidade, marcam esse restaurante. Parabéns a todo Staff do Outback Park Shopping!!! Destaque para a pequena Carta de Vinhos!!!",1,outback sempre boa opção jantar descontraído porções bem servidas serviço boa qualidade marcam restaurante parabéns todo staff outback park shopping destaque pequena carta vinhos,sempre boa opção,outback sempre boa opção jantar descontraído porções bem servidas serviço boa qualidade marcam restaurante parabéns todo staff outback park shopping destaque pequena carta vinhos sempre boa opção,2017
329,329,Atendimento excelente,"Bom local para reunir amigos, o atendimento especificamente desde outback é muito bom e rápido. Recomendo",1,bom local reunir amigos atendimento especificamente desde outback bom rápido recomendo,atendimento excelente,bom local reunir amigos atendimento especificamente desde outback bom rápido recomendo atendimento excelente,2017
330,330,Pão 😍,"Pão preto PERFEITOOOOO! 
Fico muito grata quando me dão um de cortesia para levar pra casa. Melhor restaurante do Parkshopping.",1,pão preto perfeitooooo fico grata dão cortesia levar pra casa melhor restaurante parkshopping,pão,pão preto perfeitooooo fico grata dão cortesia levar pra casa melhor restaurante parkshopping pão,2017
331,331,Comida americana,"Gosto do outback,principalmente das cebolas fritas e dos chás gelados. é um bom local para ir num happy hour, almoço ou janta.",1,gosto outback principalmente cebolas fritas chás gelados bom local happy hour almoço janta,comida americana,gosto outback principalmente cebolas fritas chás gelados bom local happy hour almoço janta comida americana,2017
332,332,Atendimento,"A fila de espera demora muito e as meninas da recepção não dão muitas informações, quando conseguimos sentar pessoa que nos atendeu foi muito gentil e cortes. Não fiquei tão satisfeita pois tinham muitos grupos fazendo amigo oculto e você quase não consegui conversar.",0,fila espera demora meninas recepção dão muitas informações conseguimos sentar pessoa atendeu gentil cortes fiquei tão satisfeita pois muitos grupos fazendo amigo oculto quase consegui conversar,atendimento,fila espera demora meninas recepção dão muitas informações conseguimos sentar pessoa atendeu gentil cortes fiquei tão satisfeita pois muitos grupos fazendo amigo oculto quase consegui conversar atendimento,2017
333,333,Burger Ribs e sobremesa Tunder,"Na ocasião, fui com os amigos experimentar o Burger de Ribs do Festival Ribs, mas infelizmente foi frustrante! Sanduiche fraco e sem sabor, parecia que pegaram o que sobrou das costelas e construiram o sanduiche. Não gostei! O que salvou foi a sobremesa Tunder que...Mais",1,ocasião amigos experimentar burger ribs festival ribs infelizmente frustrante sanduiche fraco sabor parecia pegaram sobrou costelas construiram sanduiche gostei salvou sobremesa tunder,burger ribs sobremesa tunder,ocasião amigos experimentar burger ribs festival ribs infelizmente frustrante sanduiche fraco sabor parecia pegaram sobrou costelas construiram sanduiche gostei salvou sobremesa tunder burger ribs sobremesa tunder,2017
334,334,Atendimento poderia ser melhor,"A pessoa que nos atendeu,  a Lili, foi atenciosa e cortes,  mas dois outros atendentes  que foram não foram profissionais ao nos abordar. Um tirou o cardápio da nossa mesa sem nos consultar e outro trombou com nossa mesa e não se desculpou.  Se fosse...Mais",0,pessoa atendeu lili atenciosa cortes dois outros atendentes profissionais abordar tirou cardápio mesa consultar outro trombou mesa desculpou,atendimento poderia ser melhor,pessoa atendeu lili atenciosa cortes dois outros atendentes profissionais abordar tirou cardápio mesa consultar outro trombou mesa desculpou atendimento poderia ser melhor,2017
335,335,Familia,"O local extremamente agradável, a comida excelente e a confraternização com a família fica melhor ainda.",1,local extremamente agradável comida excelente confraternização família fica melhor ainda,familia,local extremamente agradável comida excelente confraternização família fica melhor ainda familia,2017
336,336,Padrão internacional,"O local é o mesmo no mundo todo. Mesmo padrão  e ambiente. Ótimas carnes. Só tem um defeito para mim = muita pimenta do reino em tudo, até na salada.",1,local mundo todo padrão ambiente ótimas carnes defeito mim muita pimenta reino tudo salada,padrão internacional,local mundo todo padrão ambiente ótimas carnes defeito mim muita pimenta reino tudo salada padrão internacional,2017
337,337,Vamos muito,"Nosso lugar preferido para um happy, comemoração  e um jantar, sejam com a família ou com os amigos. Comida boa! Destaque para a famosa costelinha... mas tudo qhe como la é gostoso. Bebidas top. Minha preferida é  a caipiroska  de frutas vermelhas. Ambiente agradável. Só...Mais",1,lugar preferido happy comemoração jantar família amigos comida boa destaque famosa costelinha tudo qhe gostoso bebidas top preferida caipiroska frutas vermelhas ambiente agradável,vamos,lugar preferido happy comemoração jantar família amigos comida boa destaque famosa costelinha tudo qhe gostoso bebidas top preferida caipiroska frutas vermelhas ambiente agradável vamos,2017
338,338,Bar e restaurante agradável,"Restaurante estilo americano, possui carnes saborosas, saladas, cebola a milanesa e várias opções. Bar legal, muita gente jovem é sempre cheio.",1,restaurante estilo americano possui carnes saborosas saladas cebola milanesa várias opções bar legal muita gente jovem sempre cheio,bar restaurante agradável,restaurante estilo americano possui carnes saborosas saladas cebola milanesa várias opções bar legal muita gente jovem sempre cheio bar restaurante agradável,2017
339,339,Excelente para happy hour,"Local agradável, com menu diversificado e chopp geladíssimo.
Ha sempre novidades no cardápio e promoções para happy hour.
Costuma ter filas razoáveis.",1,local agradável menu diversificado chopp geladíssimo sempre novidades cardápio promoções happy hour costuma ter filas razoáveis,excelente happy hour,local agradável menu diversificado chopp geladíssimo sempre novidades cardápio promoções happy hour costuma ter filas razoáveis excelente happy hour,2017
340,340,a melhor costela de brasilia,"se procuras uma costelinha de porco com cobertura barbecue então venha no outback, se gosta de uma cebola então é aqui mesmo o pão nem se fala é o melhor . gosto de vir com amigos e com a família.",1,procuras costelinha porco cobertura barbecue então venha outback gosta cebola então aqui pão fala melhor gosto vir amigos família,melhor costela brasilia,procuras costelinha porco cobertura barbecue então venha outback gosta cebola então aqui pão fala melhor gosto vir amigos família melhor costela brasilia,2017
341,341,Bom atendimento.,"Bom atendimento, comida boa.
Mas esteja preparado para gastar, Pois as coisas são caras.
Como fomos em grupo a conta deu quase 1.000 reais.",1,bom atendimento comida boa preparado gastar pois coisas caras grupo conta deu quase 000 reais,bom atendimento,bom atendimento comida boa preparado gastar pois coisas caras grupo conta deu quase 000 reais bom atendimento,2017
342,342,Jantar,"Lugar ótimo com atendimento bom 
Delicia de pratos , adorei o fettuccine com camarão bem apimentado , show",1,lugar ótimo atendimento bom delicia pratos adorei fettuccine camarão bem apimentado show,jantar,lugar ótimo atendimento bom delicia pratos adorei fettuccine camarão bem apimentado show jantar,2017
343,343,Sempre bom!! ,"Sempre uma ótima experiência. Casa lotada? Sim, então se programe e tente não ter pressa. Mas a energia do local é dez!! Durante a semana o ""happy hour"" (com chopp e drinks pela metade do preço, de 17h às 20h) faz a alegria dos frequentadores....Mais",1,sempre ótima experiência casa lotada sim então programe tente ter pressa energia local dez durante semana happy hour chopp drinks metade preço 17h 20h faz alegria frequentadores,sempre bom,sempre ótima experiência casa lotada sim então programe tente ter pressa energia local dez durante semana happy hour chopp drinks metade preço 17h 20h faz alegria frequentadores sempre bom,2017
344,344,Outback Park Shopping,"Atendimento satisfatório, em dias muito cheios tem uma demora no atendimento que chega a incomodar. Filas de esperar que são grandes. A qualidade da comida e ótima, vale a pena experimentar.",1,atendimento satisfatório dias cheios demora atendimento chega incomodar filas esperar grandes qualidade comida ótima vale pena experimentar,outback park shopping,atendimento satisfatório dias cheios demora atendimento chega incomodar filas esperar grandes qualidade comida ótima vale pena experimentar outback park shopping,2017
345,345,Atendimento e qualidade,O Outback do Parkshopping possui uma equipe muito atenciosa e a carne é sempre muito bem preparada com tempero especial e no ponto desejado.,1,outback parkshopping possui equipe atenciosa carne sempre bem preparada tempero especial ponto desejado,atendimento qualidade,outback parkshopping possui equipe atenciosa carne sempre bem preparada tempero especial ponto desejado atendimento qualidade,2017
346,346,Atendimento show,"Antes de avaliar quero agradecer a atendente que nos serviu super bem Indiara. Nota 10000...Brasília precisa de pessoas especiais como você . Comida perfeita, carnes macias, chopp gelado",1,antes avaliar quero agradecer atendente serviu super bem indiara nota 10000 brasília precisa pessoas especiais comida perfeita carnes macias chopp gelado,atendimento show,antes avaliar quero agradecer atendente serviu super bem indiara nota 10000 brasília precisa pessoas especiais comida perfeita carnes macias chopp gelado atendimento show,2017
347,347,As Always ,"Onde for, Brasil afora... não tem erro!
Cortes deliciosos grelhados à perfeição!!!
Sou fã...
Aqui em Brasília, é a primeira vez. Mesmo padrão!!!",1,onde brasil afora erro cortes deliciosos grelhados perfeição aqui brasília primeira vez padrão,always,onde brasil afora erro cortes deliciosos grelhados perfeição aqui brasília primeira vez padrão always,2017
348,348,Atendimento deixou a desejar,"Fomos super bem recebidos pela recepção, porém quando fomos para a mesa tivemos que aguardar quase 40 min para ser atendidos",0,super bem recebidos recepção porém mesa aguardar quase min ser atendidos,atendimento deixou desejar,super bem recebidos recepção porém mesa aguardar quase min ser atendidos atendimento deixou desejar,2017
349,349,Opção sempre correta,"Voltamos ao Outback Steakhouse do Park Shopping depois de alguns meses. As costelas (RIBS ON THE BARBIE) continuam deliciosas, com um atendimento correto e eficiente. Desta vez, no entanto, experimentamos também o CHICKEN ON THE BARBIE e saímos com uma certeza: voltaremos em pouco tempo.",1,voltamos outback steakhouse park shopping alguns meses costelas ribs the barbie continuam deliciosas atendimento correto eficiente desta vez entanto experimentamos chicken the barbie saímos certeza voltaremos pouco tempo,opção sempre correta,voltamos outback steakhouse park shopping alguns meses costelas ribs the barbie continuam deliciosas atendimento correto eficiente desta vez entanto experimentamos chicken the barbie saímos certeza voltaremos pouco tempo opção sempre correta,2017
350,350,Decadência ,"De uns tempos para cá,  eu e meu marido percebemos uma redução significativa da qualidade da comida e do atendimento. A costela não tem o mesmo sabor de antes (nem o tamanho); precisamos pedir guardanapos de papel repetidas vezes o barbecue está cada vez mais...Mais",0,uns tempos marido percebemos redução significativa qualidade comida atendimento costela sabor antes tamanho precisamos pedir guardanapos papel repetidas vezes barbecue cada vez,decadência,uns tempos marido percebemos redução significativa qualidade comida atendimento costela sabor antes tamanho precisamos pedir guardanapos papel repetidas vezes barbecue cada vez decadência,2017
351,351,Muito bom,"O padrão de qualidade Outback. Comida boa, bebida boa é ótimo atendimento e ambiente. Vale cada centavo.",1,padrão qualidade outback comida boa bebida boa ótimo atendimento ambiente vale cada centavo,bom,padrão qualidade outback comida boa bebida boa ótimo atendimento ambiente vale cada centavo bom,2017
352,352,Excelente opção,"O ambiente é agradável, com equipe atenciosa e um cardápio excelente. recomendação da costela que já é um clássico do Outback. Padrão idêntico à das unidades de SP.
As bebidas também são diversas,mas o destaque fica para as sobremesas, extremamente saborosas e bem preparadas. O...Mais",1,ambiente agradável equipe atenciosa cardápio excelente recomendação costela clássico outback padrão idêntico unidades bebidas diversas destaque fica sobremesas extremamente saborosas bem preparadas,excelente opção,ambiente agradável equipe atenciosa cardápio excelente recomendação costela clássico outback padrão idêntico unidades bebidas diversas destaque fica sobremesas extremamente saborosas bem preparadas excelente opção,2017
353,353,Mantém o padrão ,"Como sempre, um ótimo ambiente, atendimento impecável e comida deliciosa, além do chopp geladíssimo.",1,sempre ótimo ambiente atendimento impecável comida deliciosa além chopp geladíssimo,mantém padrão,sempre ótimo ambiente atendimento impecável comida deliciosa além chopp geladíssimo mantém padrão,2017
354,354,Otimo,"Adoro o outback é mais uma vez fui no de Brasília e é excelente quanto aos outros que fui
Atendimento rápido e preços bacanas",1,adoro outback vez brasília excelente quanto outros atendimento rápido preços bacanas,otimo,adoro outback vez brasília excelente quanto outros atendimento rápido preços bacanas otimo,2017
355,355,Atendimento fraco,A comida é a de sempre! Simplesmente  outback. O atendimento  foi fraquissimo.  Demora no atendimento.  Muito despreparo.,0,comida sempre simplesmente outback atendimento fraquissimo demora atendimento despreparo,atendimento fraco,comida sempre simplesmente outback atendimento fraquissimo demora atendimento despreparo atendimento fraco,2017
356,356,Vale ,A comida padronizada não omite o sabor. O bom é saber q a gente vai comer exatamente o q pediu. O atendimento poderia melhorar na área externa.,1,comida padronizada omite sabor bom saber gente vai comer exatamente pediu atendimento poderia melhorar área externa,vale,comida padronizada omite sabor bom saber gente vai comer exatamente pediu atendimento poderia melhorar área externa vale,2017
357,357,Muito bom,"Visita obrigatória. Comida deliciosa e bebidas também. Destaque para o chopp dose dupla no happy hour assim como todas as bebidas, indico a strawberry rita, refrescante e muito saborosa. O hambúrguer e as porções são todas fantásticas.",1,visita obrigatória comida deliciosa bebidas destaque chopp dose dupla happy hour assim todas bebidas indico strawberry rita refrescante saborosa hambúrguer porções todas fantásticas,bom,visita obrigatória comida deliciosa bebidas destaque chopp dose dupla happy hour assim todas bebidas indico strawberry rita refrescante saborosa hambúrguer porções todas fantásticas bom,2017
358,358,Tradição,"O chope é sempre gelados, tem boa carta de vinhos e drinks.
O atendimento é sempre bom (padronizado).
É interessante chegar cedo em dias de maior movimento (em geral há filas)",1,chope sempre gelados boa carta vinhos drinks atendimento sempre bom padronizado interessante chegar cedo dias maior movimento geral filas,tradição,chope sempre gelados boa carta vinhos drinks atendimento sempre bom padronizado interessante chegar cedo dias maior movimento geral filas tradição,2017
359,359,Sempre uma ótima experiênia,"É difícil encontrar um prato ruim na casa, sou frequentador a mais de 8 anos e sempre tenho uma ótima impressão da comida.",1,difícil encontrar prato ruim casa frequentador anos sempre ótima impressão comida,sempre ótima experiênia,difícil encontrar prato ruim casa frequentador anos sempre ótima impressão comida sempre ótima experiênia,2017
360,360,Outback Iguatemi,"Fui no restaurante do Iguatemi e fomos muito bem atendidos, o garçom que serviu nossa mesa era super atencioso, simpático e eficiente. As vezes o pedido demorava soh um pouco, mas era porque a casa estava muito cheia. MAs nada exagerado. A comida estava ótima,...Mais",1,restaurante iguatemi bem atendidos garçom serviu mesa super atencioso simpático eficiente vezes pedido demorava soh pouco porque casa cheia nada exagerado comida ótima,outback iguatemi,restaurante iguatemi bem atendidos garçom serviu mesa super atencioso simpático eficiente vezes pedido demorava soh pouco porque casa cheia nada exagerado comida ótima outback iguatemi,2017
361,361,Costelinha sem nada de carne e cebola recheada cheia de óleo,"Fui no Outback Steakhouse para comemorar uma data especial com meu esposo, mas a Costelinha de porco veio praticamente sem carne e a cebola recheada estava com muito óleo, não gostei! o atendimento continua muito boa, mas estão deixando a desejar no cardápio.",0,outback steakhouse comemorar data especial esposo costelinha porco veio praticamente carne cebola recheada óleo gostei atendimento continua boa deixando desejar cardápio,costelinha nada carne cebola recheada cheia óleo,outback steakhouse comemorar data especial esposo costelinha porco veio praticamente carne cebola recheada óleo gostei atendimento continua boa deixando desejar cardápio costelinha nada carne cebola recheada cheia óleo,2017
362,362,OUTBACK STEAKHOUSE DO PARK SHOPPING: Caiu no gosto da juventude brasileinse,"OUTBACK é uma Steakhouse de origem austrealiana, instalada em vários países e, no caso do Brasil, em vários estados. Ele tem um cardápio muito variado, indo muito a frente de uma churrascaria. Tem uma variada linha de lanches e afins que, por isso, atrai uma...Mais",1,outback steakhouse origem austrealiana instalada vários países caso brasil vários estados cardápio variado indo frente churrascaria variada linha lanches afins atrai,outback steakhouse park shopping caiu gosto juventude brasileinse,outback steakhouse origem austrealiana instalada vários países caso brasil vários estados cardápio variado indo frente churrascaria variada linha lanches afins atrai outback steakhouse park shopping caiu gosto juventude brasileinse,2017
363,363,Tristeza,"O Outback era aquele lugar que você sempre ia quando queria comer uma boa carne com uma salada descente. Pois é ""era"", pois nas últimas 3 vezes que comi lá, foi uma decepção: salada murcha e a carne bem fraquinha. O atendimento continua bom.",0,outback lugar sempre queria comer boa carne salada descente pois pois últimas vezes comi decepção salada murcha carne bem fraquinha atendimento continua bom,tristeza,outback lugar sempre queria comer boa carne salada descente pois pois últimas vezes comi decepção salada murcha carne bem fraquinha atendimento continua bom tristeza,2017
364,364,Almoço de aniversário ,"Hoje espantosamente fui muito mau atendida no Outback. Fiz questão de ir almoçar lá pois gosto muito do lugar no meu aniversário e o atendimento foi péssimo! A comida veio errado e tivemos que esperar mais 35 minutos para que refizessem os pratos, a cebola...Mais",0,hoje espantosamente mau atendida outback fiz questão almoçar pois gosto lugar aniversário atendimento péssimo comida veio errado esperar minutos refizessem pratos cebola,almoço aniversário,hoje espantosamente mau atendida outback fiz questão almoçar pois gosto lugar aniversário atendimento péssimo comida veio errado esperar minutos refizessem pratos cebola almoço aniversário,2017
365,365,Ambiente Agradável,"Logo na entrada você já sente um ambiente diferente. Mesas confortáveis. Comi até a cebola, coisa que não gosto rs.
Bom atendimento
Ambiente muito agradável.
Apenas o refri estava um pouco quente.",1,logo entrada sente ambiente diferente mesas confortáveis comi cebola coisa gosto bom atendimento ambiente agradável apenas refri pouco quente,ambiente agradável,logo entrada sente ambiente diferente mesas confortáveis comi cebola coisa gosto bom atendimento ambiente agradável apenas refri pouco quente ambiente agradável,2017
366,366,Hummmmm,Fazem uma costelinha suína de dar água na boca....com molho babecue....o chope é super gelado. Bom atendimento....conheço o restaurante do bairro Sudoeste....boa pedida....,1,fazem costelinha suína dar água boca molho babecue chope super gelado bom atendimento conheço restaurante bairro sudoeste boa pedida,hummmmm,fazem costelinha suína dar água boca molho babecue chope super gelado bom atendimento conheço restaurante bairro sudoeste boa pedida hummmmm,2017
367,367,Gostei da comida e ambiente,"Ambiente bom porém pequeno, atenderam super bem e foram muito atenciosos. O Hambúrguer e gostoso e a sobremesa é melhor ainda 😍",1,ambiente bom porém pequeno atenderam super bem atenciosos hambúrguer gostoso sobremesa melhor ainda,gostei comida ambiente,ambiente bom porém pequeno atenderam super bem atenciosos hambúrguer gostoso sobremesa melhor ainda gostei comida ambiente,2017
368,368,Caiu muito!,"Já havia ido com minha família em outras duas ocasiões, quando havia dois garçons à nossa disposição e a deliciosa costelinha de porco com molho barbecue era o dobro do tamanho que é hoje, mas o preço não diminuiu. É difícil conversar no interior por...Mais",0,havia ido família outras duas ocasiões havia dois garçons disposição deliciosa costelinha porco molho barbecue dobro tamanho hoje preço diminuiu difícil conversar interior,caiu,havia ido família outras duas ocasiões havia dois garçons disposição deliciosa costelinha porco molho barbecue dobro tamanho hoje preço diminuiu difícil conversar interior caiu,2017
369,369,Paraiso,"local excelente para passar umas horas com a família e amigos, comidas diferenciadas e saborosas, tem  uma asa de frango apimentada que não da para esquecer.",1,local excelente passar umas horas família amigos comidas diferenciadas saborosas asa frango apimentada esquecer,paraiso,local excelente passar umas horas família amigos comidas diferenciadas saborosas asa frango apimentada esquecer paraiso,2017
370,370,Para todas as ocasiões.,"Uma opção para todas as ocasiões: Aniversário, almoço de trabalho, encontros informais, entre outros. As carnes são excelentes, variadas opções, todavia, a RIBS com molho BARBECUE é campeã. Serve com fatura e é uma delicia. A entrada com pão preto quentinho acompanhando de um creme...Mais",1,opção todas ocasiões aniversário almoço trabalho encontros informais outros carnes excelentes variadas opções todavia ribs molho barbecue campeã serve fatura delicia entrada pão preto quentinho acompanhando creme,todas ocasiões,opção todas ocasiões aniversário almoço trabalho encontros informais outros carnes excelentes variadas opções todavia ribs molho barbecue campeã serve fatura delicia entrada pão preto quentinho acompanhando creme todas ocasiões,2017
371,371,Sempre bom,Otimo atendimento ..equipe de primeira ...Chopp sempre gelado e otimos drinks . Comida perfeita e saborosa ...Localizado no otimo Park Shopping,1,otimo atendimento equipe primeira chopp sempre gelado otimos drinks comida perfeita saborosa localizado otimo park shopping,sempre bom,otimo atendimento equipe primeira chopp sempre gelado otimos drinks comida perfeita saborosa localizado otimo park shopping sempre bom,2017
372,372,Good !,O Outback é sempre uma boa opção para happy hour!  O pão australiano é maravilhoso!! Ótimo lugar para ir com amigos e/ou familia!  Bom atendimento e preço ok.  Recomendo!,1,outback sempre boa opção happy hour pão australiano maravilhoso ótimo lugar amigos familia bom atendimento preço recomendo,good,outback sempre boa opção happy hour pão australiano maravilhoso ótimo lugar amigos familia bom atendimento preço recomendo good,2017
373,373,Serviço nem sempre bom,"O cardápio é bom, apesar de ter muita coisa frita...
Os steaks são realmente excelentes, porém nem sempre o serviço é satisfatório, especialmente no happy hour.   Não me importo em pagar um pouco mais, contudo penso que o serviço deve ser um atrativo do local.",0,cardápio bom apesar ter muita coisa frita steaks realmente excelentes porém sempre serviço satisfatório especialmente happy hour importo pagar pouco contudo penso serviço deve ser atrativo local,serviço sempre bom,cardápio bom apesar ter muita coisa frita steaks realmente excelentes porém sempre serviço satisfatório especialmente happy hour importo pagar pouco contudo penso serviço deve ser atrativo local serviço sempre bom,2017
374,374,Ambiente agradável e atendimento impecável,"Os garçons extremamente simpáticos e a comida sensacional, como sempre. Pedimos a famosa cebola e um chá de cranberry de entrada e asa de frango pra beliscar depois. Sensacional!",1,garçons extremamente simpáticos comida sensacional sempre pedimos famosa cebola chá cranberry entrada asa frango pra beliscar sensacional,ambiente agradável atendimento impecável,garçons extremamente simpáticos comida sensacional sempre pedimos famosa cebola chá cranberry entrada asa frango pra beliscar sensacional ambiente agradável atendimento impecável,2017
375,375,Lugar agradável e comida gostosa.,"Um lugar pra poder escolher carnes gostosas para quem gosta de carne, mas tem outras comidas para quem não é muito chegado a a carnes. Tem uma cebola que vale a pena, pois só tem lá e é muito diferente e gostosa. Como não sou...Mais",1,lugar pra poder escolher carnes gostosas gosta carne outras comidas chegado carnes cebola vale pena pois diferente gostosa,lugar agradável comida gostosa,lugar pra poder escolher carnes gostosas gosta carne outras comidas chegado carnes cebola vale pena pois diferente gostosa lugar agradável comida gostosa,2017
376,376,ótimo atendimento!,"Além do ótimo atendimento, a comida está sempre deliciosa! O ambiente é ótimo tanto  para família quanto pra amigos!",1,além ótimo atendimento comida sempre deliciosa ambiente ótimo tanto família quanto pra amigos,ótimo atendimento,além ótimo atendimento comida sempre deliciosa ambiente ótimo tanto família quanto pra amigos ótimo atendimento,2017
377,377,Sexta-feira,"Carnes suculentas, ambiente agradável, comida ótima. Não há lugar melhor pra encerrar a semana de trabalho...",1,carnes suculentas ambiente agradável comida ótima lugar melhor pra encerrar semana trabalho,sexta feira,carnes suculentas ambiente agradável comida ótima lugar melhor pra encerrar semana trabalho sexta feira,2017
378,378,Comida boa ,"A comida é boa é variado. As explicações que nos deram nos ajudaram muito na escolha.
Quanto as instalações físicas, tem algumas coisas para melhorar. O  banheiro é desagradável é a pouca iluminação imcomoda.
Vamos voltar pra experimentar o hambúrguer.",1,comida boa variado explicações deram ajudaram escolha quanto instalações físicas algumas coisas melhorar banheiro desagradável pouca iluminação imcomoda vamos voltar pra experimentar hambúrguer,comida boa,comida boa variado explicações deram ajudaram escolha quanto instalações físicas algumas coisas melhorar banheiro desagradável pouca iluminação imcomoda vamos voltar pra experimentar hambúrguer comida boa,2017
379,379,Happy hour,"Chopp trincando, carnes sempre suculentas e tudo bem sequinho, sem nadar no óleo. Para quem possui restrição alimentar fica um pouco complicado comer por lá, mas existem opções.",1,chopp trincando carnes sempre suculentas tudo bem sequinho nadar óleo possui restrição alimentar fica pouco complicado comer existem opções,happy hour,chopp trincando carnes sempre suculentas tudo bem sequinho nadar óleo possui restrição alimentar fica pouco complicado comer existem opções happy hour,2017
380,380,Comida deliciosa,"Adoro todos os temperos do Outback, o único problema é conseguir uma vaga, especialmente na loja do Parkshopping.",1,adoro todos temperos outback único problema conseguir vaga especialmente loja parkshopping,comida deliciosa,adoro todos temperos outback único problema conseguir vaga especialmente loja parkshopping comida deliciosa,2017
381,381,Boa comida e restaurante sempre cheio,"As comidas do Outback são padrão, sempre saborosas. Como todos os outros, esse do Park Shopping também está sempre cheio, na maioria das vezes com fila de espera. Preço razoável, mas, sempre compensa a ida. Restaurante muito movimentado e consequentemente sempre com muito barulho e...Mais",1,comidas outback padrão sempre saborosas todos outros park shopping sempre cheio maioria vezes fila espera preço razoável sempre compensa ida restaurante movimentado consequentemente sempre barulho,boa comida restaurante sempre cheio,comidas outback padrão sempre saborosas todos outros park shopping sempre cheio maioria vezes fila espera preço razoável sempre compensa ida restaurante movimentado consequentemente sempre barulho boa comida restaurante sempre cheio,2017
382,382,Comidas,"Excelente lugar para quem gosta da melhor costelinha de porco com barbecue da cidade, simplesmente delicioso.",1,excelente lugar gosta melhor costelinha porco barbecue cidade simplesmente delicioso,comidas,excelente lugar gosta melhor costelinha porco barbecue cidade simplesmente delicioso comidas,2017
383,383,Agradável ,"Ambiente agradável. Amplo. Atendimento bom. Comida de bom preparo. Há entrada com pão australiano quente muito bom. 
A comida já foi melhor.",0,ambiente agradável amplo atendimento bom comida bom preparo entrada pão australiano quente bom comida melhor,agradável,ambiente agradável amplo atendimento bom comida bom preparo entrada pão australiano quente bom comida melhor agradável,2017
384,384,Um bom lugar para se comer bem,"O Outback tem se tornado o restautante que todos deveriam ser, com pratos gostosos e bom atendimento aliados a um ambiente agradável. O preço pode ser um pouco salgado, mas há opções no almoço que servem uma refeição completa com entrada, salada e prato principal...Mais",1,outback tornado restautante todos deveriam ser pratos gostosos bom atendimento aliados ambiente agradável preço pode ser pouco salgado opções almoço servem refeição completa entrada salada prato principal,bom lugar comer bem,outback tornado restautante todos deveriam ser pratos gostosos bom atendimento aliados ambiente agradável preço pode ser pouco salgado opções almoço servem refeição completa entrada salada prato principal bom lugar comer bem,2017
385,385,Chop delicioso,"Eu gosto das bebidas e principalmente do chop do Outback que está sempre na temperatura ideal.A comida eu acho gorda e muitas vezes indigesta.O atendimento é excelente, e quando se reclama de qualquer coisa eles são extremamente solícitos e empenhados em resolver o problema.Em Brasília...Mais",0,gosto bebidas principalmente chop outback sempre temperatura ideal comida acho gorda muitas vezes indigesta atendimento excelente reclama qualquer coisa extremamente solícitos empenhados resolver problema brasília,chop delicioso,gosto bebidas principalmente chop outback sempre temperatura ideal comida acho gorda muitas vezes indigesta atendimento excelente reclama qualquer coisa extremamente solícitos empenhados resolver problema brasília chop delicioso,2017
386,386,Ótimo atendimento e chopp,"Ótimo atendimento, Chop bem tirado, aperitivos fresquinhos, ceasar salad ótima!!! Tem fila mas vale a pena",1,ótimo atendimento chop bem tirado aperitivos fresquinhos ceasar salad ótima fila vale pena,ótimo atendimento chopp,ótimo atendimento chop bem tirado aperitivos fresquinhos ceasar salad ótima fila vale pena ótimo atendimento chopp,2017
387,387,Sempre bom,"Boa opção de almoço executivo (vem com uma saladinha) ou pro Happy hour com os amigos. Recomendo o ""Alice Springs Chicken"" e a Tilápia com molho de vinho de Marsala, a ""Tilapia Filet J. Woodhouse Style'.",1,boa opção almoço executivo vem saladinha pro happy hour amigos recomendo alice springs chicken tilápia molho vinho marsala tilapia filet woodhouse style,sempre bom,boa opção almoço executivo vem saladinha pro happy hour amigos recomendo alice springs chicken tilápia molho vinho marsala tilapia filet woodhouse style sempre bom,2017
388,388,Muito bom,Ambiente familiar e atendimento bom mas um pouco demorado. Fui no aniversário da minha irmã e gostei.,1,ambiente familiar atendimento bom pouco demorado aniversário irmã gostei,bom,ambiente familiar atendimento bom pouco demorado aniversário irmã gostei bom,2017
